sal_code_2021,sal_name_2021,state_code_2021,state_name_2021,gccsa_code_2021,gccsa_name_2021
21969,North Warrandyte,2,Victoria,2GMEL,Greater Melbourne
21971,Northcote,2,Victoria,2GMEL,Greater Melbourne
21974,Notting Hill,2,Victoria,2GMEL,Greater Melbourne
21980,Nulla Vale,2,Victoria,2GMEL,Greater Melbourne
21985,Nunawading,2,Victoria,2GMEL,Greater Melbourne
21991,Nutfield,2,Victoria,2GMEL,Greater Melbourne
21996,Nyora (Vic.),2,Victoria,2GMEL,Greater Melbourne
21998,Oak Park,2,Victoria,2GMEL,Greater Melbourne
21999,Oaklands Junction,2,Victoria,2GMEL,Greater Melbourne
22000,Oakleigh,2,Victoria,2GMEL,Greater Melbourne
22001,Oakleigh East,2,Victoria,2GMEL,Greater Melbourne
22002,Oakleigh South,2,Victoria,2GMEL,Greater Melbourne
22006,Officer,2,Victoria,2GMEL,Greater Melbourne
22007,Officer South,2,Victoria,2GMEL,Greater Melbourne
22009,Olinda (Vic.),2,Victoria,2GMEL,Greater Melbourne
22016,Ormond,2,Victoria,2GMEL,Greater Melbourne
22027,Pakenham,2,Victoria,2GMEL,Greater Melbourne
22028,Pakenham South,2,Victoria,2GMEL,Greater Melbourne
22029,Pakenham Upper,2,Victoria,2GMEL,Greater Melbourne
22032,Panton Hill,2,Victoria,2GMEL,Greater Melbourne
22036,Park Orchards,2,Victoria,2GMEL,Greater Melbourne
22037,Parkdale,2,Victoria,2GMEL,Greater Melbourne
22038,Parkville (Vic.),2,Victoria,2GMEL,Greater Melbourne
22039,Parwan,2,Victoria,2GMEL,Greater Melbourne
22041,Pascoe Vale,2,Victoria,2GMEL,Greater Melbourne
22042,Pascoe Vale South,2,Victoria,2GMEL,Greater Melbourne
22043,Pastoria,2,Victoria,2GMEL,Greater Melbourne
22044,Pastoria East,2,Victoria,2GMEL,Greater Melbourne
22047,Patterson Lakes,2,Victoria,2GMEL,Greater Melbourne
22050,Pearcedale,2,Victoria,2GMEL,Greater Melbourne
22058,Pentland Hills,2,Victoria,2GMEL,Greater Melbourne
22064,Pheasant Creek (Vic.),2,Victoria,2GMEL,Greater Melbourne
22078,Pipers Creek,2,Victoria,2GMEL,Greater Melbourne
22084,Plenty (Vic.),2,Victoria,2GMEL,Greater Melbourne
22085,Plumpton (Vic.),2,Victoria,2GMEL,Greater Melbourne
22086,Point Cook,2,Victoria,2GMEL,Greater Melbourne
22087,Point Leo,2,Victoria,2GMEL,Greater Melbourne
22089,Point Wilson,2,Victoria,2GMEL,Greater Melbourne
22100,Poowong North,2,Victoria,2GMEL,Greater Melbourne
22107,Port Melbourne,2,Victoria,2GMEL,Greater Melbourne
22113,Portsea,2,Victoria,2GMEL,Greater Melbourne
22115,Powelltown,2,Victoria,2GMEL,Greater Melbourne
22118,Prahran,2,Victoria,2GMEL,Greater Melbourne
22121,Preston (Vic.),2,Victoria,2GMEL,Greater Melbourne
22122,Princes Hill,2,Victoria,2GMEL,Greater Melbourne
22132,Quandong,2,Victoria,2GMEL,Greater Melbourne
22141,Ravenhall,2,Victoria,2GMEL,Greater Melbourne
22148,Red Hill (Vic.),2,Victoria,2GMEL,Greater Melbourne
22149,Red Hill South,2,Victoria,2GMEL,Greater Melbourne
22155,Reedy Creek (Vic.),2,Victoria,2GMEL,Greater Melbourne
22160,Research,2,Victoria,2GMEL,Greater Melbourne
22161,Reservoir (Vic.),2,Victoria,2GMEL,Greater Melbourne
22170,Richmond (Vic.),2,Victoria,2GMEL,Greater Melbourne
22172,Riddells Creek,2,Victoria,2GMEL,Greater Melbourne
22174,Ringwood (Vic.),2,Victoria,2GMEL,Greater Melbourne
22175,Ringwood East,2,Victoria,2GMEL,Greater Melbourne
22176,Ringwood North,2,Victoria,2GMEL,Greater Melbourne
22179,Ripponlea,2,Victoria,2GMEL,Greater Melbourne
22185,Rochford,2,Victoria,2GMEL,Greater Melbourne
22186,Rockbank,2,Victoria,2GMEL,Greater Melbourne
22193,Romsey,2,Victoria,2GMEL,Greater Melbourne
22194,Rosanna,2,Victoria,2GMEL,Greater Melbourne
22198,Rosebud,2,Victoria,2GMEL,Greater Melbourne
22206,Rowsley,2,Victoria,2GMEL,Greater Melbourne
22207,Rowville,2,Victoria,2GMEL,Greater Melbourne
22208,Roxburgh Park,2,Victoria,2GMEL,Greater Melbourne
22220,Rye,2,Victoria,2GMEL,Greater Melbourne
22221,Rythdale,2,Victoria,2GMEL,Greater Melbourne
22222,Safety Beach (Vic.),2,Victoria,2GMEL,Greater Melbourne
22232,Sandhurst,2,Victoria,2GMEL,Greater Melbourne
22234,Sandringham (Vic.),2,Victoria,2GMEL,Greater Melbourne
22239,Sassafras (Vic.),2,Victoria,2GMEL,Greater Melbourne
22242,Scoresby,2,Victoria,2GMEL,Greater Melbourne
22247,Seabrook,2,Victoria,2GMEL,Greater Melbourne
22249,Seaford (Vic.),2,Victoria,2GMEL,Greater Melbourne
22250,Seaholme,2,Victoria,2GMEL,Greater Melbourne
22256,Seddon (Vic.),2,Victoria,2GMEL,Greater Melbourne
22258,Selby,2,Victoria,2GMEL,Greater Melbourne
22263,Seville,2,Victoria,2GMEL,Greater Melbourne
22264,Seville East,2,Victoria,2GMEL,Greater Melbourne
22278,Sherbrooke,2,Victoria,2GMEL,Greater Melbourne
22279,Shoreham,2,Victoria,2GMEL,Greater Melbourne
22281,Silvan,2,Victoria,2GMEL,Greater Melbourne
22291,Skye (Vic.),2,Victoria,2GMEL,Greater Melbourne
22295,Smiths Gully,2,Victoria,2GMEL,Greater Melbourne
22303,Somers,2,Victoria,2GMEL,Greater Melbourne
22304,Somerton (Vic.),2,Victoria,2GMEL,Greater Melbourne
22305,Somerville (Vic.),2,Victoria,2GMEL,Greater Melbourne
22306,Sorrento (Vic.),2,Victoria,2GMEL,Greater Melbourne
22309,South Kingsville,2,Victoria,2GMEL,Greater Melbourne
22310,South Melbourne,2,Victoria,2GMEL,Greater Melbourne
22311,South Morang,2,Victoria,2GMEL,Greater Melbourne
22313,South Wharf,2,Victoria,2GMEL,Greater Melbourne
22314,South Yarra,2,Victoria,2GMEL,Greater Melbourne
22315,Southbank,2,Victoria,2GMEL,Greater Melbourne
22319,Spotswood,2,Victoria,2GMEL,Greater Melbourne
22325,Springfield (Macedon Ranges - Vic.),2,Victoria,2GMEL,Greater Melbourne
22328,Springvale (Vic.),2,Victoria,2GMEL,Greater Melbourne
22329,Springvale South,2,Victoria,2GMEL,Greater Melbourne
22330,St Albans (Vic.),2,Victoria,2GMEL,Greater Melbourne
22332,St Andrews (Vic.),2,Victoria,2GMEL,Greater Melbourne
22333,St Andrews Beach,2,Victoria,2GMEL,Greater Melbourne
22339,St Helena,2,Victoria,2GMEL,Greater Melbourne
22343,St Kilda (Vic.),2,Victoria,2GMEL,Greater Melbourne
22344,St Kilda East,2,Victoria,2GMEL,Greater Melbourne
22345,St Kilda West,2,Victoria,2GMEL,Greater Melbourne
22355,Steels Creek,2,Victoria,2GMEL,Greater Melbourne
22370,Strath Creek,2,Victoria,2GMEL,Greater Melbourne
22375,Strathewen,2,Victoria,2GMEL,Greater Melbourne
22380,Strathmore (Vic.),2,Victoria,2GMEL,Greater Melbourne
22381,Strathmore Heights,2,Victoria,2GMEL,Greater Melbourne
22382,Strathtulloh,2,Victoria,2GMEL,Greater Melbourne
22391,Sunbury,2,Victoria,2GMEL,Greater Melbourne
22392,Sunday Creek,2,Victoria,2GMEL,Greater Melbourne
22395,Sunshine (Vic.),2,Victoria,2GMEL,Greater Melbourne
22396,Sunshine North,2,Victoria,2GMEL,Greater Melbourne
22397,Sunshine West,2,Victoria,2GMEL,Greater Melbourne
22399,Surrey Hills,2,Victoria,2GMEL,Greater Melbourne
22414,Sydenham (Vic.),2,Victoria,2GMEL,Greater Melbourne
22451,Tarneit,2,Victoria,2GMEL,Greater Melbourne
22457,Tarrawarra,2,Victoria,2GMEL,Greater Melbourne
22473,Taylors Hill,2,Victoria,2GMEL,Greater Melbourne
22474,Taylors Lakes,2,Victoria,2GMEL,Greater Melbourne
22476,Tecoma,2,Victoria,2GMEL,Greater Melbourne
22483,Templestowe,2,Victoria,2GMEL,Greater Melbourne
22484,Templestowe Lower,2,Victoria,2GMEL,Greater Melbourne
22496,The Basin (Vic.),2,Victoria,2GMEL,Greater Melbourne
22501,The Patch,2,Victoria,2GMEL,Greater Melbourne
22504,Thomastown,2,Victoria,2GMEL,Greater Melbourne
22508,Thornbury,2,Victoria,2GMEL,Greater Melbourne
22509,Thornhill Park,2,Victoria,2GMEL,Greater Melbourne
22514,Three Bridges,2,Victoria,2GMEL,Greater Melbourne
22531,Tonimbuk,2,Victoria,2GMEL,Greater Melbourne
22536,Toolangi,2,Victoria,2GMEL,Greater Melbourne
22537,Toolern Vale,2,Victoria,2GMEL,Greater Melbourne
22546,Tooradin,2,Victoria,2GMEL,Greater Melbourne
22547,Toorak,2,Victoria,2GMEL,Greater Melbourne
22550,Tootgarook,2,Victoria,2GMEL,Greater Melbourne
22556,Tottenham (Vic.),2,Victoria,2GMEL,Greater Melbourne
22572,Travancore,2,Victoria,2GMEL,Greater Melbourne
22576,Tremont,2,Victoria,2GMEL,Greater Melbourne
22582,Truganina,2,Victoria,2GMEL,Greater Melbourne
22584,Tuerong,2,Victoria,2GMEL,Greater Melbourne
22586,Tullamarine,2,Victoria,2GMEL,Greater Melbourne
22594,Tyabb,2,Victoria,2GMEL,Greater Melbourne
22598,Tynong,2,Victoria,2GMEL,Greater Melbourne
22599,Tynong North,2,Victoria,2GMEL,Greater Melbourne
22614,Upper Ferntree Gully,2,Victoria,2GMEL,Greater Melbourne
22617,Upper Plenty,2,Victoria,2GMEL,Greater Melbourne
22620,Upwey,2,Victoria,2GMEL,Greater Melbourne
22627,Vermont,2,Victoria,2GMEL,Greater Melbourne
22628,Vermont South,2,Victoria,2GMEL,Greater Melbourne
22629,Vervale,2,Victoria,2GMEL,Greater Melbourne
22633,Viewbank,2,Victoria,2GMEL,Greater Melbourne
22661,Wallan,2,Victoria,2GMEL,Greater Melbourne
22672,Wandin East,2,Victoria,2GMEL,Greater Melbourne
22673,Wandin North,2,Victoria,2GMEL,Greater Melbourne
22676,Wandong,2,Victoria,2GMEL,Greater Melbourne
22685,Wantirna,2,Victoria,2GMEL,Greater Melbourne
22686,Wantirna South,2,Victoria,2GMEL,Greater Melbourne
22689,Warburton (Vic.),2,Victoria,2GMEL,Greater Melbourne
22695,Warneet,2,Victoria,2GMEL,Greater Melbourne
22702,Warrandyte,2,Victoria,2GMEL,Greater Melbourne
22703,Warrandyte South,2,Victoria,2GMEL,Greater Melbourne
22704,Warranwood,2,Victoria,2GMEL,Greater Melbourne
22717,Waterford Park,2,Victoria,2GMEL,Greater Melbourne
22720,Waterways,2,Victoria,2GMEL,Greater Melbourne
22721,Watsonia,2,Victoria,2GMEL,Greater Melbourne
22722,Watsonia North,2,Victoria,2GMEL,Greater Melbourne
22723,Watsons Creek (Vic.),2,Victoria,2GMEL,Greater Melbourne
22727,Wattle Glen,2,Victoria,2GMEL,Greater Melbourne
22740,Weir Views,2,Victoria,2GMEL,Greater Melbourne
22750,Werribee,2,Victoria,2GMEL,Greater Melbourne
22751,Werribee South,2,Victoria,2GMEL,Greater Melbourne
22753,Wesburn,2,Victoria,2GMEL,Greater Melbourne
22756,West Footscray,2,Victoria,2GMEL,Greater Melbourne
22757,West Melbourne,2,Victoria,2GMEL,Greater Melbourne
22761,Westmeadows,2,Victoria,2GMEL,Greater Melbourne
22766,Wheelers Hill,2,Victoria,2GMEL,Greater Melbourne
22775,Whittlesea,2,Victoria,2GMEL,Greater Melbourne
22784,Wildwood,2,Victoria,2GMEL,Greater Melbourne
22791,Williams Landing,2,Victoria,2GMEL,Greater Melbourne
22792,Williamstown (Vic.),2,Victoria,2GMEL,Greater Melbourne
22793,Williamstown North,2,Victoria,2GMEL,Greater Melbourne
22795,Willowmavin,2,Victoria,2GMEL,Greater Melbourne
22805,Windsor (Vic.),2,Victoria,2GMEL,Greater Melbourne
22820,Wollert,2,Victoria,2GMEL,Greater Melbourne
22825,Wonga Park,2,Victoria,2GMEL,Greater Melbourne
22833,Woodend (Vic.),2,Victoria,2GMEL,Greater Melbourne
22843,Woodstock (Vic.),2,Victoria,2GMEL,Greater Melbourne
22857,Woori Yallock,2,Victoria,2GMEL,Greater Melbourne
22883,Wyndham Vale,2,Victoria,2GMEL,Greater Melbourne
22892,Yallambie,2,Victoria,2GMEL,Greater Melbourne
22898,Yan Yean,2,Victoria,2GMEL,Greater Melbourne
22906,Yannathan,2,Victoria,2GMEL,Greater Melbourne
22910,Yarra Glen,2,Victoria,2GMEL,Greater Melbourne
22911,Yarra Junction,2,Victoria,2GMEL,Greater Melbourne
22916,Yarrambat,2,Victoria,2GMEL,Greater Melbourne
22917,Yarraville,2,Victoria,2GMEL,Greater Melbourne
22925,Yellingbo,2,Victoria,2GMEL,Greater Melbourne
22930,Yering,2,Victoria,2GMEL,Greater Melbourne
22941,Yuroke,2,Victoria,2GMEL,Greater Melbourne
